budget,vote_average,vote_count,runtime,status,revenue,com_website,title_len,is_in_collection,en_language,fr_language,hi_language,es_language,ja_language,ru_language,it_language,ko_language,ta_language,zh_language,genre_10749,genre_18,genre_35,genre_53,genre_80,year,month
1000000,6.4,80,100.0,1,7800000,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,1
8000000,6.9,216,112.0,1,18948425,0,19,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,4
12000000,7.2,153,182.0,1,20000000,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,12
14000000,5.9,18,112.0,1,16656125,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,6
37000000,6.9,2567,109.0,1,113086475,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,6
11700000,6.8,582,110.0,1,88036683,0,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992,10
14350531,6.4,1515,82.0,1,3964682,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,12
3000000,5.4,228,88.0,1,1829804,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1992,8
600000,6.4,279,78.0,1,7205073,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,4
11000000,6.4,380,98.0,1,59827328,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,12
60000000,6.9,1868,90.0,1,107139399,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3
120000,5.4,34,87.0,1,14904,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,4
34000000,6.1,1308,126.0,1,210308099,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,6
20000000,5.7,478,94.0,1,8821329,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4
500000,5.7,55,93.0,1,1000000,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,3
900000,6.1,168,96.0,1,381420,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,12
20000000,8.1,11044,108.0,1,72258126,0,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,3
28000000,7.2,2653,90.0,1,90259536,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,4
200000000,7.8,11432,103.0,1,1066969703,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,6
750000,2.8,11,179.0,1,2760000,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2008,8
40000000,6.3,736,115.0,1,3643591,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3
8000000,6.6,188,98.0,1,2500000,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1993,5
150000000,5.7,3251,99.0,1,301970083,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,3
88000000,5.7,5957,105.0,1,243637091,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7
4000000,5.4,309,86.0,1,16675000,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,8
609000,7.5,189,101.0,1,3202000,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1935,8
16500000,7.3,3698,110.0,1,87892388,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,8
76000000,6.4,5279,108.0,1,236350661,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5
13000000,7.5,3089,120.0,1,5774854,0,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2011,8
2153912,5.5,16,83.0,1,4864560,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,2
40000000,7.1,3389,134.0,1,37357216,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,9
66000000,6.3,1568,116.0,1,57777106,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9
100000000,5.7,622,116.0,1,97838349,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3
16000000,5.2,1035,87.0,1,76514050,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,9
6500000,7.2,1540,92.0,1,24793509,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,3
6000000,4.6,9,135.0,1,12000000,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12
4900000,8.3,2072,138.0,1,3494070,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,5
15000000,6.8,1699,104.0,1,9918093,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,9
5600000,6.7,152,122.0,1,14768451,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,9
40000000,6.6,2677,96.0,1,92913171,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,12
30000000,4.3,109,105.0,1,1123136,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4
65000000,5.3,1047,100.0,1,40002112,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,11
14000000,8.0,13500,113.0,1,233555708,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11
40000000,4.7,62,93.0,1,10959475,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,11
41000000,5.8,540,100.0,1,7448385,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011,10
550000,6.4,1896,95.0,1,59754601,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,9
2500000,6.3,25,100.0,1,71904,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,8
25000000,6.4,134,116.0,1,11772461,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,10
70000000,7.5,4156,104.0,1,329803958,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,6
40000,7.0,53,93.0,1,1434436,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,8
200000,6.6,22,124.0,1,5500000,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,7
30000000,7.5,1817,136.0,1,76669806,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2005,1
35000000,5.5,942,98.0,1,24159934,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2012,2
12000000,7.1,82,189.0,1,19000000,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2007,6
24000000,5.1,115,107.0,1,12372410,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,7
30000000,5.2,1117,87.0,1,31070211,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,3
18500000,6.1,81,120.0,1,6490401,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,10
3500000,6.0,41,105.0,1,18000000,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,10
20000000,5.8,289,98.0,1,35841901,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,12
65000000,6.6,795,121.0,1,89456761,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,11
40000000,6.5,1148,130.0,1,191185897,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,6
200000000,5.2,5662,114.0,1,219851172,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,6
110000000,6.0,3333,115.0,1,252608480,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019,12
73000000,6.1,884,98.0,1,103891409,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1998,7
5400000,6.6,79,130.0,1,6500000,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,8
10000000,6.4,498,95.0,1,21786738,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007,11
26000000,6.3,1284,85.0,1,57891803,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4
15500000,5.3,46,93.0,1,1237615,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,12
14000000,7.4,5719,119.0,1,463000000,0,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,3
60000000,6.1,3503,83.0,1,171757863,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,2
11000000,6.4,28,113.0,1,2832826,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,12
80000000,5.6,1759,93.0,1,177977226,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,11
22000000,6.3,59,108.0,1,9171289,0,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1981,11
60000000,7.2,3642,115.0,1,242717113,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,12
2000000,6.9,117,90.0,1,120620,0,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2004,12
13800000,6.7,740,89.0,1,27100027,0,21,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,11
700000,5.7,351,88.0,1,200242,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,2
38000000,6.4,1300,107.0,1,57319029,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,9
160000000,6.6,1260,102.0,1,61698899,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,8
2200000,6.4,51,105.0,1,208000000,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2012,12
18000000,8.4,12980,124.0,1,538400000,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,5
7000000,4.6,394,89.0,1,36433975,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8
3000000,7.4,1054,103.0,1,242623,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,8
5000000,6.1,941,87.0,1,22059211,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1
8256269,6.2,107,97.0,1,460978,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,3
4000000,6.0,369,99.0,1,25345000,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9
60000000,6.4,607,116.0,1,149705852,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,6
19000000,6.7,405,113.0,1,110879513,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,9
34000000,6.0,755,87.0,1,95608995,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,3
10000000,6.4,793,111.0,1,12008642,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3
700000,6.3,28,85.0,1,1179676,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,4
20000000,5.9,986,113.0,1,5090852,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,3
3400000,7.3,484,104.0,1,17240000,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,9
120000000,6.1,1704,99.0,1,59522646,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,10
35000000,7.5,1291,153.0,1,66700000,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1987,9
1300000,8.2,1790,149.0,1,650422,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1927,6
4000000,7.2,4115,77.0,1,87404651,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,5
6788000,6.0,241,103.0,1,13878334,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,4
12000000,7.4,607,85.0,1,27281507,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,10
150000000,6.7,7026,129.0,1,424988211,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,3
500000,6.6,16,78.0,1,11276,0,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,1
25000000,5.7,900,97.0,1,19075720,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,5
12000000,7.4,1235,98.0,1,100129872,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,1
45000000,6.3,5168,91.0,1,376141306,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9
8000000,5.6,88,112.0,1,53086,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,12
62000000,5.6,1593,93.0,1,53321673,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,11
20000000,7.7,3219,107.0,1,61276872,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,11
343000,7.5,226,90.0,1,3000000,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1955,11
25000000,7.1,2824,101.0,1,99357138,0,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,4
110000000,6.1,5373,120.0,1,179246868,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9
63000000,7.9,12211,127.0,1,920100000,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,11
40000000,5.8,1176,99.0,1,138259062,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006,1
14000000,7.3,264,149.0,1,52223306,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1968,9
30000000,7.7,2155,129.0,1,102616183,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,6
2000000,6.4,335,101.0,1,5179037,0,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006,5
15000000,7.3,4191,131.0,1,49230772,0,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,10
16000000,6.4,92,127.0,1,81452156,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,12
38000000,6.5,2752,96.0,1,321682600,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,7
80000000,6.6,7635,91.0,1,660998756,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,3
40000000,5.8,2187,110.0,1,136000000,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,3
130000000,6.5,2605,131.0,1,348807090,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,12
50000000,5.7,1725,95.0,1,40828540,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,3
18000000,7.4,688,108.0,1,1738611,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,8
12000000,6.1,986,97.0,1,27020284,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,7
1300000,7.7,405,119.0,1,29133000,0,21,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1971,3
30000000,4.0,1176,84.0,1,84646831,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,1
60000000,4.9,1343,97.0,1,62357900,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,6
25000000,5.6,676,137.0,1,8784318,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5
2000000,6.0,212,103.0,1,725131,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988,9
2745000,6.8,17,88.0,1,5850000,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,5
4000000,6.2,367,93.0,1,16853487,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,9
29000000,6.7,1052,137.0,1,70752904,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1
4000000,7.5,2119,115.0,1,10785801,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1
30000000,6.7,702,129.0,1,2527904,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9
35000000,5.7,659,106.0,1,13785015,0,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,8
5000000,5.1,19,94.0,1,3000000,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1970,6
12500000,6.7,1858,101.0,1,76338111,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,9
100000,6.4,279,86.0,1,95000,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5
50000000,7.5,1361,130.0,1,38955598,0,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,2
14000000,5.0,28,139.0,1,2474000,0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,3
20000000,4.8,296,85.0,1,2128186,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,10
170000000,6.4,5531,125.0,1,400062763,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,12
40000000,6.4,13061,89.0,1,458863600,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7
6000000,5.0,92,108.0,1,498088,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,10
15000000,7.8,7639,148.0,1,56255142,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,11
35000000,5.4,763,96.0,1,2106557,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6
9000000,6.1,1687,86.0,1,82391145,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,5
7000000,6.2,1041,89.0,1,17949758,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,11
45000000,5.6,1590,105.0,1,114501299,0,22,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,11
60000000,5.7,1805,119.0,1,76419755,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,7
60000000,5.0,1372,101.0,1,71073932,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4
13000000,6.7,417,94.0,1,7820688,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,4
9000000,6.6,199,97.0,1,4777465,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,9
69000000,6.1,6388,116.0,1,177856751,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,12
100000,7.1,1651,93.0,1,1596371,0,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,4
100000000,5.0,2574,104.0,1,249288105,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,12
80341000,7.2,547,150.0,1,250100000,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,10
7500000,7.2,7605,95.0,1,60722734,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,7
700000,6.7,595,107.0,1,4911725,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,11
12500000,7.1,1953,69.0,1,84460846,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,11
48740,6.3,24,81.0,1,955401,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1981,12
149000000,6.2,2812,85.0,1,178120010,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,10
24000000,6.9,206,146.0,1,33208099,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1969,12
13000000,6.2,239,104.0,1,11130889,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,10
2400000,6.3,54,153.0,1,9600000,0,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2008,8
35000000,6.2,614,111.0,1,27107960,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1
90000000,5.9,2879,106.0,1,146936910,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10
31000000,6.5,339,112.0,1,106683817,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,12
35000000,6.0,835,93.0,1,18381890,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1
24000000,5.6,70,102.0,1,2642983,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,11
10000000,6.4,4018,105.0,1,118587880,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6
3000000,5.5,323,98.0,1,23144499,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,1
1000000,4.3,59,83.0,1,1753979,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,5
4000000,5.2,6,106.0,1,1750000,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1969,4
20000000,6.2,1289,112.0,1,153698625,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,7
2000000,5.1,242,89.0,1,58510,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,12
5000000,5.5,17,80.0,1,2091037,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1982,10
130000000,6.3,3924,124.0,1,459242249,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,12
27500000,6.3,1309,131.0,1,187500000,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,5
250000000,7.7,14609,153.0,1,933959197,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7
4000000,5.8,63,86.0,1,9797098,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,8
1000000,7.5,33,141.0,1,15000000,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017,1
28000000,5.7,1237,83.0,1,40547440,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,11
15000000,7.0,631,97.0,1,64256513,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,12
23000000,6.0,107,104.0,1,20246790,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1991,7
38000000,6.3,3284,111.0,1,118102725,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,12
120000000,6.3,4508,123.0,1,415484914,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7
2840000,7.3,172,134.0,1,11620000,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2012,9
12000000,6.7,831,99.0,1,21133087,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,10
1400000,6.0,4,90.0,1,435000,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,9
80000000,7.0,487,145.0,1,34566746,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,12
17000000,6.1,2768,95.0,1,127730736,0,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,3
6000000,7.5,2627,109.0,1,44703995,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2008,7
3500000,6.6,1289,72.0,1,3775000,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7
175000000,5.5,3260,96.0,1,174440724,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,9
900000,6.6,66,72.0,1,10000000,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,7
12899867,7.5,1163,121.0,1,85582407,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2006,3
20000000,6.6,42,123.0,1,13391174,0,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,10
25000000,6.9,2485,132.0,1,42972994,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,9
3300000,6.0,98,93.0,1,4941117,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1986,7
35000000,6.9,410,141.0,1,27333835,0,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,6
5773100,6.4,328,98.0,1,18144030,0,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,5
7000000,7.6,1943,113.0,1,10765283,0,27,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,9
95000000,7.2,2806,89.0,1,76432727,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,3
90000000,5.6,2750,113.0,1,204313400,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,5
6000000,6.5,659,105.0,1,24271196,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,7
3849796,5.9,19,115.0,1,7471304,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12
25000000,6.9,984,94.0,1,38748395,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,12
40000000,7.0,1033,128.0,1,176997168,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,8
3500000,6.2,236,93.0,1,16324573,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1990,3
10000000,5.9,2190,92.0,1,183474602,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,10
2200000,7.2,610,116.0,1,3251794,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971,12
80000000,6.6,1146,128.0,1,266728738,0,22,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2003,12
25000000,5.4,157,99.0,1,6399,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5
15000000,6.5,693,103.0,1,14867514,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,10
18000000,6.7,1250,95.0,1,123306987,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,2
7000000,6.4,87,123.0,1,409144,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1996,6
7130000,5.6,141,103.0,1,1528185,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017,10
650000,6.4,9,94.0,1,209752,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,9
13000000,5.5,480,107.0,1,18637201,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,3
30,5.9,735,108.0,1,108609310,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,3
6000000,6.3,70,157.0,1,36800000,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,3
5000000,6.2,794,93.0,1,13809,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4
6700000,6.7,291,87.0,1,1430655,0,21,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,1
22000000,5.8,4600,96.0,1,365550119,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5
21000000,6.1,1030,95.0,1,30718107,0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,6
