,budget,vote_average,vote_count,runtime,status,revenue,id_collection,id_genres,id_production_companies,id_keywords,id_countries,id_lan,com_website,title_len,pop_words,is_in_collection,en_language,fr_language,hi_language,es_language,ja_language,ru_language,it_language,ko_language,ta_language,zh_language,genre_ 10402,genre_ 10749,genre_ 10751,genre_ 10752,genre_ 10770,genre_ 12,genre_ 14,genre_ 16,genre_ 18,genre_ 27,genre_ 28,genre_ 35,genre_ 36,genre_ 37,genre_ 53,genre_ 80,genre_ 878,genre_ 9648,genre_ 99,genre_10402,genre_10749,genre_10751,genre_10752,genre_10770,genre_12,genre_14,genre_16,genre_18,genre_27,genre_28,genre_35,genre_36,genre_37,genre_53,genre_80,genre_878,genre_9648,genre_99,genre_<NA>,year,month
193,200000000,0.0,0,133.0,Post Production,0,,"28, 12, 53","420, 8881, 133136, 107182, 31825, 73585, 8805, 86561","470, 782, 1701, 2139, 3278, 5265, 5451, 9715, 9717, 11115, 12367, 15002, 18117, 160137, 168003, 180547, 187056, 210281, 219404, 225679, 241567",'US','en',0,11,"['also', 'known', 'as', 'black', 'the', 'of', 'her', 'when', 'a', 'dangerous', 'with', 'to', 'her', 'past', 'by', 'a', 'force', 'that', 'will', 'stop', 'at', 'nothing', 'to', 'bring', 'her', 'must', 'deal', 'with', 'her', 'history', 'as', 'a', 'spy', 'and', 'the', 'left', 'in', 'her', 'long', 'before', 'she', 'became', 'an']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021.0,7.0
194,0,6.6,610,112.0,Released,0,743824,"10751, 14, 12, 35",436,"1991, 9663, 207317",'US','en',0,34,"['is', 'christmas', 'with', 'her', 'new', 'boyfriend', 'and', 'his', 'son', 'but', 'when', 'the', 'north', 'and', 'christmas', 'are', 'threatened', 'to', 'be', 'and', 'jack', 'are', 'unexpectedly', 'into', 'a', 'new', 'adventure', 'with']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,11.0
195,0,6.7,43,112.0,Released,0,,18,1099,"90, 817, 3703, 4438, 33648, 33861, 163048, 188991",'FR',"'fr', 'de'",0,11,"['charles', 'is', 'a', 'young', 'coming', 'up', 'to', 'paris', 'to', 'he', 'his', 'paul', 'is', 'a', 'of', 'a', 'always', 'along', 'with', 'other', 'while', 'charles', 'is', 'a', 'and', 'man.', 'he', 'in', 'love', 'with', 'one', 'of', 'but', 'how', 'will', 'paul', 'to', 'that', 'attempt', 'to', 'a', 'real', 'love', 'relationship', 'one', 'of', 'the', 'major', 'new']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1959.0,11.0
196,0,0.0,0,94.0,Released,0,,18,<NA>,187056,'CN','zh',0,9,"['the', 'young', 'and', 'has', 'lost', 'with', 'his', 'best', 'friend', 'after', 'his', 'he', 'hopes', 'to', 'see', 'the', 'at', 'a', 'by', 'his', 'girlfriend,', 'he', ""doesn't"", 'show', 'through', 'where', 'dream', 'and', 'reality', 'are', 'the', 'relationship', 'the', 'three', 'young', 'had', 'with', 'each', 'other', 'during', 'their', 'is', 'slowly']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008.0,3.0
197,0,4.8,13,92.0,Released,0,,28,<NA>,<NA>,'BG','en',0,18,"['when', 'american', 'john', 'to', 'save', 'a', 'family', 'being', 'held', 'and', 'loses', 'his', 'entire', 'team', 'in', 'a', 'battle', 'with', 'john', 'is', 'from', 'the', 'three', 'years', 'later', 'he', 'is', 'by', 'his', 'old', 'general', 'to', 'go', 'on', 'a', 'private', 'mission', 'when']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020.0,6.0
198,0,5.5,124,84.0,Released,0,,"35, 27","43983, 5176","3133, 232700",'US','en',0,21,"['an', 'horror', 'as', 'a', 'and', 'at', 'a', 'with', 'his', 'beautiful', 'and', 'girlfriend', 'and', 'his', 'best', 'friend', 'world', 'begins', 'to', 'when', 'him', 'and', 'his', 'boss', 'hands', 'his', 'to', 'his', 'max', 'when', 'his', 'start', 'going', 'through', 'must', 'find', 'a', 'way', 'to', 'stop', 'the', 'evil', 'the', 'and', 'rescue', 'his', 'before', 'his', 'life', 'and', 'career', 'go', 'from', 'to', 'just']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015.0,4.0
199,0,6.0,29,94.0,Released,0,,"27, 35",125182,163757,'GB',"'en', 'fr'",0,15,"['a', 'man', 'desperate', 'to', 'his', 'life', 'away', 'his', 'beloved', 'childhood', 'a', 'move', 'that', 'has', 'when', 'to', 'life', 'with', 'deadly']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019.0,11.0
200,0,5.8,82,98.0,Released,0,,"28, 53","1123, 3870, 7590, 7591, 7589, 23927","212, 447, 1543, 2231, 6163, 7158, 9748, 10410, 10726, 10950, 13015, 162380, 243757",'GB','en',0,11,"['robert', 'returns', 'home', 'from', 'to', 'back', 'into', 'living', 'on', 'a', 'violent', 'estate', 'and', 'finding', 'work', 'in', 'undercover', 'he', 'becomes', 'obsessed', 'with', 'taking', 'down', 'a', 'group', 'of', 'local', 'who', 'are', 'to', 'a', 'terrorist', 'taking', 'the', 'situation', 'into', 'his', 'own', 'robert', 'embarks', 'on', 'a', 'brutal', 'quest', 'for', 'with']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011.0,4.0
201,750000,8.1,731,79.0,Released,0,,"28, 12, 35, 18, 10752","13913, 12190","470, 531, 1402, 2687, 3242, 3450, 5721, 6092, 10563, 13008, 154802, 158778, 179585",'US','xx',0,11,"['during', 'civil', 'war,', 'steal', 'beloved', 'love', 'an', 'he', 'must', 'do', 'all', 'in', 'his', 'power', 'to', 'both', 'get', 'the', 'general', 'back', 'and', 'to', 'rescue']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1926.0,12.0
202,0,5.5,21,88.0,Released,0,107465,35,1038,207317,'RU','ru',0,6,"['this', 'time', 'on', 'new', 'the', 'of', 'the', 'and', 'hope', 'for', 'a', 'needs', 'to', 'family', 'and', 'for', 'its', 'is', 'to', 'steal', 'a', 'from', 'his', 'best', 'friend', 'the', 'and', 'have', 'not', 'and', 'a', 'for', 'a', 'christmas', 'learns', 'how', 'to', 'use', 'the', 'in', 'the', 'hope', 'of', 'finding', 'her', 'old', 'love.', 'the', 'professor', 'from', 'has', 'but', 'now', 'he', 'goes', 'from', 'in', 'the', 'far', 'north', 'a', 'must', 'take', 'a', 'and,', 'at', 'his', 'love.', 'the', 'who', 'out', 'have', 'to', 'get', 'out', 'of', 'a', 'and', 'the', 'needs', 'to', 'down', 'on', 'an']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016.0,12.0
203,0,6.0,86,98.0,Released,0,,18,"123494, 123495, 123496",<NA>,'US','en',0,16,"['the', 'most', 'battle', 'in', 'was', 'a', 'teenager', 'from', 'the', 'with', 'the', 'of', 'the', 'world', 'on', 'her', 'at', 'age', 'the', 'streets', 'to', 'for', 'her', 'family,', 'was', 'well', 'on', 'her', 'way', 'to', 'becoming', 'a']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0,1.0
204,0,5.8,306,92.0,Released,0,,"35, 18","60923, 96632","2920, 6270, 10266",'US','en',0,13,"['and', 'were', 'friends', 'until', 'high', 'school', 'and', 'became', 'the', 'most', 'popular', 'girl', 'on', 'when', 'she', 'starts', 'lonely', 'and', 'she', 'with', 'and', 'the', 'to', 'destroy', 'the', 'ultimate', 'teen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017.0,5.0
205,0,5.8,20,82.0,Released,0,,"35, 18, 10749",105801,"4344, 187056",'AU','en',0,12,"['in', 'the', 'summer', 'of', 'a', 'young', 'man', 'is', 'with', 'the', 'life', 'of', 'the', 'old', '-', 'out', 'with', 'his', 'and', 'his', 'his', 'mother', 'returns', 'him', 'to', 'the', 'religious', 'mission', 'for', 'after', 'being', 'for', 'an', 'of', 'he', 'runs', 'away', 'from', 'the', 'mission', 'on', 'a', 'journey', 'that', 'ultimately', 'leads', 'him', 'back', 'home.']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009.0,9.0
206,110000,0.0,0,25.0,Released,0,,"28, 35",93704,"163074, 195444, 263548",'FI','en',0,30,"['dr.', 'professor', 'is', 'the', 'most', 'powerful', 'of', 'his', 'time.', 'however,', 'professor', 'has', 'lost', 'his', 'for', 'his', 'a', 'that', 'from', 'love', 'of', 'fear', 'and', 'has', 'turned', 'into', 'a', 'dr.', 'professor', 'has', 'become', 'a', 'of', 'his', 'own', 'and', 'as', 'an', 'his', 'public', 'that', 'used', 'to', 'him,', 'has', 'become', 'his', 'and', 'not']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011.0,9.0
207,0,8.0,1,128.0,Released,0,,18,<NA>,<NA>,<NA>,'en',0,18,"['and', 'her', 'daughter', 'return', 'home', 'from', 'paris', 'to', 'find', 'that', 'their', 'beloved', 'family', 'estate', 'and', 'are', 'to', 'be', 'off', 'to', 'pay', 'a', 'former', 'on', 'the', 'estate', 'who', 'is', 'now', 'a', 'wealthy', 'the', 'home', 'and', 'and', 'the', 'estate', 'into', 'that', 'could', 'be', 'at', 'great', 'the', 'family,', 'however,', 'continues', 'to', 'hold', 'out', 'hope', 'that', 'their', 'beloved', 'home', 'can', 'be', 'from']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1962.0,4.0
208,0,6.9,136,126.0,Released,0,369004,"80, 18","4, 1497, 1713",<NA>,"'FR', 'IT'","'it', 'fr'",0,9,"['in', 'two', 'join', 'forces', 'when', 'they', 'meet', 'over', 'a', 'with', 'and', 'they', 'start', 'to', 'find', 'themselves', 'for', 'the', 'local', 'when', 'they', 'decide', 'to', 'go', 'into', 'the', 'business', 'for', 'their', 'to', 'crime', 'starts', 'to']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1970.0,5.0
209,0,0.0,0,68.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,9,"['years', 'in', 'the', 'documentary', 'a', 'of', 'and', 'special', 'to', 'and', 'those', 'a', 'from', 'the', 'de', 'and', 'characters', 'as', 'and']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993.0,5.0
210,0,0.0,0,4.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,26,"['a', 'deep', 'about', 'situation', 'with', 'by', 'and']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
211,0,0.0,0,2.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,8,[],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019.0,9.0
212,0,6.5,39,174.0,Released,0,,"18, 28, 80",19146,<NA>,'IN','hi',0,9,"['the', 'movie', 'the', 'life', 'of', 'a', 'young', 'whose', 'father', 'gets', 'by', 'a', ""it's"", 'a', 'journey', 'of', 'his', 'quest', 'for', 'which', 'leads', 'him', 'to', 'become', 'a', 'as', 'an', 'out', 'for', 'in', 'one', 'of', 'the', 'most', 'powerful', 'of', 'his', 'will', 'his', 'family', 'in', 'the', 'of', 'his']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990.0,2.0
213,0,0.0,0,67.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,28,"['the', 'story', 'of', 'four', 'that', 'find', 'themselves', 'at', 'the', 'on', 'a', 'summer', 'each', 'looking', 'for', 'a', 'relationship', 'that', 'will', 'to', 'their', 'lives.']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971.0,2.0
214,0,7.1,698,104.0,Released,0,,"35, 18","12622, 7357","1583, 1740, 11479, 17987, 179431",'US','en',0,17,"['up', 'with', 'the', 'and', 'of', 'american', 'an', 'unlikely', 'goes', 'on', 'a', 'killing', 'killing', 'reality', 'tv', 'and', 'others', 'they', 'find', 'in', 'this', 'black']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011.0,9.0
215,0,5.9,46,100.0,Released,0,,"35, 18, 10749","10163, 1382","4129, 5248, 9872, 9928, 10181, 175421","'GB', 'US'",'en',0,23,"['four', 'women', 'who', 'discover', 'within', 'themselves', 'when', 'they', 'finally', 'go', 'of', 'what', 'them']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995.0,9.0
216,0,0.0,0,23.0,Released,0,,<NA>,<NA>,<NA>,<NA>,'en',0,28,"['the', 'of', 'a', 'a', 'first', 'of', 'its', 'with', 'from', 'the', 'of', 'who', 'made', 'it']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1982.0,1.0
217,0,7.2,147,97.0,Released,0,,"18, 10749, 80",75818,"6019, 14712, 34079, 158455, 163119, 164148",'US','en',0,9,"['down', 'on', 'his', 'and', 'desperate', 'for', 'some', 'agrees', 'to', 'a', 'small', 'across', 'he', 'soon', 'realizes', 'that', ""he's"", 'made', 'a', 'and', 'has', 'become', 'involved', 'in', 'a', 'dangerous', 'human', 'the', 'unlikely', 'hero', 'it', 'all', 'to', 'down', 'the', 'and', 'save', 'the', 'woman', 'he', 'is', 'falling', 'in', 'love']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016.0,10.0
218,0,5.3,10,97.0,Released,0,,"35, 18",105801,187056,'AU','en',0,17,"['when', 'secret', 'marriage', 'of', 'is', 'by', 'his', 'family,', 'he', 'finds', 'himself', 'at', 'the', 'of', 'the', ""world's"", 'most', 'the', 'only', 'he', 'is', 'in', 'love', 'with']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010.0,1.0
219,0,6.2,52,111.0,Released,0,628510,"35, 18",15268,<NA>,'TR','tr',0,15,"['is', 'a', 'government', 'with', 'his', 'wife', 'and', 'their', 'daughter,', 'has', 'been', 'assigned', 'as', 'the', 'head', 'to', 'this', 'an', 'since', 'there', 'is', 'no', 'in', 'the', 'the', 'family', 'is', 'but', 'these', 'are', 'the', 'years', 'of', 'political', 'and', 'in', 'big', 'and', 'the', 'of', 'the', 'village', 'follow', 'the', 'they', 'in', 'just', 'as', 'the', 'situation', 'is', 'becoming', 'really', 'brings', 'his', 'daughter', 'brings', 'and', 'love.', 'some', 'like', 'the', 'and', 'these', 'things', 'but', 'they', 'are', 'in', 'the', 'and', 'continues', 'to', 'the', 'story', 'is', 'based', 'on', 'the', 'memories', 'of', 'of', 'the', 'last', 'summer', 'of', 'his', 'childhood', 'in', 'in']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2004.0,1.0
220,0,0.0,0,125.0,Released,0,,"18, 10749, 10751",<NA>,<NA>,'IN','ta',0,14,"['a', 'drama']",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1985.0,1.0
221,90000,0.0,0,118.0,Released,0,,<NA>,<NA>,<NA>,<NA>,<NA>,0,27,"['last', 'great', 'follows', 'the', 'career', 'of', 'at', 'the', 'age', 'of', 'the', 'during', 'a', 'was', 'a', 'of', 'and', 'the', 'in', 'in', 'at', 'the', 'of', 'his', 'unexpectedly', 'over', 'a', 'year', 'the', 'documentary', 'the', 'and', 'of']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
222,0,7.1,61,68.0,Released,0,,"27, 10749",21,"1523, 3262, 10770, 14743, 18106, 235074",'US','en',0,8,"['an', 'with', 'an', 'leads', 'him', 'to', 'her', 'hands', 'with', 'the', 'hands', 'of', 'a', 'which', 'still', 'have', 'the', 'to']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1935.0,12.0
223,0,5.4,325,103.0,Released,0,,"878, 10749, 18","20580, 1205, 6831","6782, 276340",'US','en',0,5,"['a', 'love', 'story', 'following', 'after', 'recently', 'being', 'and', 'then', 'meets', 'the', 'mysterious', 'a', 'woman', 'living', 'on', 'the', 'streets', 'and', 'that', 'the', 'world', 'around', 'them', 'is', 'just', 'a', 'computer', 'at', 'eventually', 'discovers', 'there', 'may', 'be', 'some', 'truth', 'to', 'wild']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021.0,5.0
224,0,5.0,17,86.0,Released,0,,"28, 12, 35, 27, 878, 53",6677,<NA>,<NA>,'en',0,17,"['a', 'with', 'an', 'that', 'threatens', 'his', 'island']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019.0,8.0
225,0,6.8,3,47.0,Released,0,,99,"201, 18894, 14431, 95478, 4606","233, 9682, 238318",'GB',"'en', 'ja'",0,19,"['a', 'documentary', 'on', 'the', 'dark', 'and', 'brutal', 'side', 'of', 'the', 'the', 'life', 'of', 'who', 'is', 'into', 'the', 'ruthless', 'world', 'of', 'the']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013.0,9.0
226,0,4.0,1,157.0,Released,0,,"28, 18",<NA>,<NA>,<NA>,<NA>,0,5,"['around', 'a', 'school', 'teacher', 'who', 'is', 'to', 'a', 'government', 'school', 'where', 'the', 'are', 'and', 'the', 'the', 'by', 'he', 'tries', 'to', 'make', 'the', 'school', 'a', 'better', 'place', 'but', 'is', 'by', 'people', 'including', 'the', 'head', 'will', 'he']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2020.0,6.0
227,0,0.0,0,0.0,Planned,0,,"27, 12, 18, 878","33, 23242","12332, 12377, 186565, 223188",'US','en',0,32,"['follows', 'from', 'the', 'of', 'his', 'final', 'in', 'the', 'tv']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
228,18000000,6.0,303,118.0,Released,0,,27,"33, 6","1366, 4375, 8775, 10563, 10968, 15365, 33841, 157890, 179416, 190370, 241980",'US','en',0,10,"['after', 'years', 'of', 'and', 'her', 'brother,', 'reunite', 'in', 'new', 'in', 'this', 'tale', 'of', 'the', 'when', 'capture', 'a', 'wild', 'is', 'drawn', 'to', 'the', '--', 'and', 'the', 'is', 'drawn', 'to', 'her.', 'brother', 'will', 'have', 'to', 'the', 'family', 'that', 'when', 'they', 'turn', 'into']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1982.0,2.0
229,0,0.0,0,0.0,In Production,0,,35,"105116, 1632, 58399",<NA>,<NA>,<NA>,0,9,"['an', 'of', 'the', 'french']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
230,100000000,7.2,2719,131.0,Released,0,,"878, 35, 18","5, 9195, 436, 415, 18990","803, 818, 3249, 6089, 9685, 14544, 156866, 189092, 209493, 236590, 243676, 243802, 270088","'DE', 'US'",'en',0,16,"['a', 'a', 'new', 'the', 'is', 'named', 'by', 'the', 'of', 'the', ""family's"", 'follows', 'the', 'life', 'and', 'of', 'a', 'as', 'a', 'to', 'as', 'begins', 'to', 'experience', 'and', 'the', 'family', 'soon', 'discovers', 'they', ""don't"", 'have', 'an', 'ordinary']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999.0,12.0
231,0,5.9,105,96.0,Released,0,709271,28,"103755, 103833, 4322","10391, 10857, 14941, 231149","'GB', 'US'",'en',0,18,"['a', 'martial', 'artist', 'goes', 'to', 'work', 'as', 'a', 'for', 'the', 'the', 'job', 'seems', 'easy', 'until', 'one', 'him', 'into', 'a', 'situation', 'than', 'could', 'ever', 'be']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018.0,5.0
232,0,6.5,1,9.0,Released,0,,<NA>,17620,<NA>,'SE','xx',0,13,"['this', 'documentary', 'of', 'new', 'york', 'city', 'was', 'made', 'by', 'a', 'team', 'of', 'with', 'the', 'company', 'who', 'were', 'sent', 'around', 'the', 'world', 'to', 'make', 'of']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1911.0,1.0
233,0,6.7,10,157.0,Released,0,,"28, 80",11831,<NA>,'IN','ta',0,7,"['one', 'of', 'the', 'is', 'a', 'and', 'the', 'other', 'is', 'the', 'his', 'plot', 'to', 'kill', 'his', 'brother,', 'he', 'runs', 'away', 'to', 'another', 'city,', 'with', 'his', 'brother,', 'and', 'hard', 'to', 'look', 'after', 'as', 'a', 'of', 'an', 'when', 'who', 'runs', 'a', 'becomes', 'for', 'life.', 'when', 'becomes', 'the', 'of', 'the', 'for', 'the', 'how', 'with', 'the', 'situation', 'the', 'rest', 'of', 'the', 'story.', 'is', 'in', 'love', 'with', 'though', 'he', 'does', 'not', 'know', 'later', 'she', 'gives', 'up', 'her', 'love', 'and', 'marry']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002.0,5.0
234,0,0.0,0,90.0,Planned,0,,18,"22627, 148437",<NA>,'DE','en',0,9,"['from', 'of', 'and', 'is', 'by', 'her', 'father.', 'she', 'is', 'almost', 'and', 'from', 'these', 'gets', 'to', 'know', 'and', 'tries', 'to', 'escape', 'with', 'him', 'to', 'a', 'place', 'that', 'seems', 'to', 'the', 'of', 'her', 'but', 'the', 'attempt', 'and', 'ends', 'in']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
235,0,0.0,0,97.0,Released,0,,"53, 18, 9648","24195, 104213, 140607","1743, 4379, 10092, 12635, 189092","'CA', 'US'",'en',0,9,"['is', 'living', 'his', 'best', 'he', 'starts', 'having', 'of', 'a', 'girl', 'who', 'in', 'high', 'school.', 'after', 'out', 'to', 'old', 'friends', 'with', 'whom', 'he', 'used', 'to', 'take', 'a', 'mystery', 'drug', 'called', 'realizes', 'the', 'only', 'way', 'to', 'stop', 'the', 'lies', 'deep', 'within', 'his', 'own', 'so', 'he', 'embarks', 'on', 'a', 'terrifying', 'mental', 'to', 'learn', 'the']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021.0,3.0
